Date,Open,High,Low,Close
22-03-2006,240,240,235.15,236.67
23-03-2006,237.5,239.88,233.53,234.27
24-03-2006,235.88,238.13,233.63,236.43
27-03-2006,236.88,238.75,235.7,236.37
28-03-2006,237.5,238.88,235.13,235.95
29-03-2006,234.88,237.86,233.38,237.27
30-03-2006,237.86,251.25,237.86,246.01
31-03-2006,244.74,244.74,238.75,239.44
03-04-2006,240.88,244.5,240,243.85
04-04-2006,243.8,245,242.51,243.57
05-04-2006,243.76,245.65,240,241.51
07-04-2006,243.5,249.63,234.38,236.16
10-04-2006,237.5,239.99,235,236.76
12-04-2006,237.27,237.5,220.38,222.6
13-04-2006,225.63,228.71,221.25,224.65
17-04-2006,228.13,238.88,226.91,238.32
18-04-2006,247.25,261,247.25,251.19
19-04-2006,253.63,256.25,249.75,251.6
20-04-2006,252.49,253.12,246.88,248.74
21-04-2006,250,253.74,245.63,249.88
24-04-2006,249.75,249.96,245.63,247.41
25-04-2006,247.49,247.49,237.38,240.87
26-04-2006,241,244.5,238.75,242.79
27-04-2006,242.79,250.38,241.25,243.23
28-04-2006,238.38,248.88,228.79,247.26
02-05-2006,248,253.05,247.5,251.65
03-05-2006,253,254.99,251.88,253.95
04-05-2006,253.5,257.24,252.66,255.46
05-05-2006,256.88,256.88,249.38,250.83
08-05-2006,252.63,261.5,251.25,252.43
09-05-2006,254,255.55,250.63,253.11
10-05-2006,255.55,255.88,250.29,252.71
11-05-2006,253.66,253.66,250.68,252.34
12-05-2006,251.38,253.11,246.29,249.52
15-05-2006,247.5,250.13,240,245.11
16-05-2006,244.99,249.38,239.98,246.84
17-05-2006,249.38,252.5,248.75,252.07
18-05-2006,248.75,249.99,237.5,240.71
19-05-2006,243.75,244.98,231.44,236.54
22-05-2006,240,240,218,222.56
23-05-2006,225,234.25,212.63,228.77
24-05-2006,233.75,235,220,223.83
25-05-2006,222.5,237.3,218.13,234.62
26-05-2006,236.25,237.5,230.13,233.29
29-05-2006,233.13,233.13,230.04,231.32
30-05-2006,233.13,236.89,229.38,232.54
31-05-2006,230.14,230.14,216.25,222.86
01-06-2006,228.13,228.13,211.25,213.67
02-06-2006,214.36,225,211,224.25
05-06-2006,224.25,225.55,219.28,220.95
06-06-2006,218.1,223.48,211.25,218.61
07-06-2006,225,225,211.66,212.99
08-06-2006,215.63,215.63,201.4,205.99
09-06-2006,209.31,211.5,203.13,208.9
12-06-2006,212.38,212.38,202.63,204.85
13-06-2006,202.63,203.68,195.13,196.29
14-06-2006,195.24,203.12,181.41,185.46
15-06-2006,198.25,198.25,187.63,193.82
16-06-2006,198.25,214.38,197.55,210.63
19-06-2006,210,210.63,204.53,208.54
20-06-2006,211,211,200,200.92
21-06-2006,202.5,205.88,199.38,205.16
22-06-2006,206.25,211.25,206.25,209.6
23-06-2006,206.25,212.5,203.13,211.86
26-06-2006,215,215,202.26,204.19
27-06-2006,207.25,207.25,200,205.57
28-06-2006,202.5,214.07,200.75,212.32
29-06-2006,213.75,215,208.75,210.1
30-06-2006,216.88,220.88,213.21,217.35
03-07-2006,217.75,225.94,216.55,225.02
04-07-2006,226.38,228.88,225.63,226.89
05-07-2006,227.13,232.75,225,230.32
06-07-2006,228.5,229,224.02,225.54
07-07-2006,227.46,228.98,217.5,218.34
10-07-2006,217.5,227.2,217.5,224.79
11-07-2006,225,226.88,220.4,221.24
12-07-2006,222.5,238.63,222.5,236.29
13-07-2006,236.5,237.35,231.28,233.42
14-07-2006,230,237,228.14,234.29
17-07-2006,235.6,239.25,231.38,232.38
18-07-2006,232.5,243.75,226.94,229.31
19-07-2006,235.25,236.88,218.2,219.7
20-07-2006,221.99,227.5,221.25,225.77
21-07-2006,224.75,225.6,219.07,220.95
24-07-2006,224.38,229,216.88,227.26
25-07-2006,230,231.88,228.13,230.91
26-07-2006,232.25,236.88,229.06,236.1
27-07-2006,236.88,239.99,234.44,237.46
28-07-2006,235.02,243.74,231,232.11
31-07-2006,233.75,241.25,232.5,234.04
01-08-2006,215.75,234.94,215.75,233
02-08-2006,231.25,235.63,230,235.05
03-08-2006,235.63,238,234.27,236.18
04-08-2006,240,240.95,235.75,237.14
07-08-2006,237.75,238,232.75,234.02
08-08-2006,235,239.5,233.75,238.7
09-08-2006,237.5,243.75,235.88,241.52
10-08-2006,240.25,243.75,240,241.44
11-08-2006,242.48,243.46,239.25,241.9
14-08-2006,243.44,243.75,239.75,241.16
16-08-2006,244.75,246.13,242,243.05
17-08-2006,243.75,245.75,239.5,240.04
18-08-2006,241.25,243.13,240,242.43
21-08-2006,244,244,239.25,242.32
22-08-2006,243,245.75,242.5,243.85
23-08-2006,244,244.69,240.02,240.77
24-08-2006,242.5,243.73,238.31,242.6
25-08-2006,242.75,244.23,241.91,243.6
28-08-2006,243.75,246.32,242.07,245.27
29-08-2006,246.25,248,245.75,247.52
30-08-2006,247.77,248.75,245.26,245.95
31-08-2006,246,251,246,249.51
01-09-2006,249,250.25,247.77,249.81
04-09-2006,249.75,255,249.75,254.29
05-09-2006,255.75,257.5,250.25,251.45
06-09-2006,254.38,254.38,247.77,248.4
07-09-2006,245.07,248.75,245.07,246.68
08-09-2006,251.5,251.5,246.25,247.75
11-09-2006,249.75,249.75,237.25,238.36
12-09-2006,238.75,245,238,244.48
13-09-2006,245.75,252,245.25,249.99
14-09-2006,252.25,254,250.48,253.35
15-09-2006,253.5,253.5,249.18,250.68
18-09-2006,251.75,252.75,248.02,249.04
19-09-2006,249.25,255,247.6,252.51
20-09-2006,252.75,258.5,248.52,257.51
21-09-2006,258,264.48,254.5,263.25
22-09-2006,261.25,263.46,257.52,259.89
25-09-2006,261.75,262.5,255.56,256.4
26-09-2006,257.5,262.5,256.23,261.08
27-09-2006,262.5,263.75,259.04,260.66
28-09-2006,261.26,262.25,253.25,255.11
29-09-2006,255.52,258.77,255,255.51
03-10-2006,258.75,258.75,252.25,253.57
04-10-2006,254,254,245.84,246.85
05-10-2006,249.5,252.25,248.25,249.94
06-10-2006,250.25,251.75,247,248.55
09-10-2006,246.25,252.25,245.14,250.54
10-10-2006,250.75,254.45,250.75,252.88
11-10-2006,257.5,269.85,257.5,261.19
12-10-2006,262.5,271.25,260.25,270.64
13-10-2006,272.35,280,270.52,275.9
16-10-2006,281.25,287.5,278.75,282.42
17-10-2006,285.5,292.44,277.5,279.23
18-10-2006,277.52,279.25,275.25,276.56
19-10-2006,276.5,278.19,270.66,273.1
20-10-2006,275,275.5,271.52,272.4
23-10-2006,273.73,273.73,265.35,270.02
26-10-2006,270.25,272.98,268.75,269.81
27-10-2006,270.29,272.5,265.6,268.66
30-10-2006,269,272,265.05,269.84
31-10-2006,270,274.7,268.77,271.77
01-11-2006,274.25,276.48,270.08,270.8
02-11-2006,272.5,272.5,268,270.01
03-11-2006,271.25,272,264.5,266.74
06-11-2006,266.63,267.48,264,264.85
07-11-2006,268.5,271.23,265.05,266.29
08-11-2006,266.25,267.73,262.79,265.83
09-11-2006,267.25,268.75,263.34,265.9
10-11-2006,267.5,273.67,266.27,267.17
13-11-2006,267.7,270,266.52,268.94
14-11-2006,270.25,277.5,270.25,276.56
15-11-2006,278.75,280.5,272.64,274.2
16-11-2006,275,276.5,270.88,271.84
17-11-2006,273.5,274.38,270.3,273.79
20-11-2006,271.26,280.25,266.39,279.46
21-11-2006,279.05,288,278.5,287.14
22-11-2006,288.5,292.75,283.84,287.02
23-11-2006,289,292.35,285,286.04
24-11-2006,287.5,289.23,284.04,287.5
27-11-2006,287.5,291,287.5,290.2
28-11-2006,287.5,289,277.79,287.46
29-11-2006,290,292.2,287.5,291.14
30-11-2006,293.2,301.25,291.5,299.7
01-12-2006,300,300,295.31,297.34
04-12-2006,300,302.75,297.5,298.1
05-12-2006,302.42,302.42,296.25,297.98
06-12-2006,293.05,301.75,293.05,299.65
07-12-2006,301.25,308.61,296.77,298.58
08-12-2006,299.75,299.75,293.34,294.23
11-12-2006,293.75,297.25,283.5,293.36
12-12-2006,292.5,295,276.25,280.13
13-12-2006,280.13,285.25,270.09,280.21
14-12-2006,276.26,290,276.26,287.4
15-12-2006,292.1,292.1,287,290.05
18-12-2006,288.75,297.1,281,295.31
19-12-2006,295.25,295.95,281.25,285.46
20-12-2006,287.5,291.96,278.76,282.19
21-12-2006,284.25,287.5,277.75,284.24
22-12-2006,283.75,290,282.02,288.49
26-12-2006,288.25,298.6,288.25,297.85
27-12-2006,298.75,301.5,295.26,299
28-12-2006,301.35,305,297,302.98
29-12-2006,303.36,307.35,300.63,305.5
02-01-2007,307.35,314.5,304,312.13
03-01-2007,313.25,322,309.79,320.04
04-01-2007,321.25,321.25,312.52,314.76
05-01-2007,316.25,317.15,313.27,315.75
08-01-2007,314.75,314.75,303.75,310.95
09-01-2007,311.98,315.46,306.31,314.1
10-01-2007,311.14,313.75,307.5,308.85
11-01-2007,299.73,324.5,299.73,319.41
12-01-2007,322.54,332.25,322.54,330.99
15-01-2007,337.5,342,325.01,331.59
16-01-2007,347.24,347.24,329.75,331.02
17-01-2007,332.48,333.75,325,326.16
18-01-2007,326.25,331.49,326.25,328.86
19-01-2007,328.86,331.63,323.04,324.54
22-01-2007,325.02,330.6,322.51,328.36
23-01-2007,328.27,328.49,325,325.67
24-01-2007,327.88,328.5,324.54,326.79
25-01-2007,331.25,342.25,325.73,328.86
29-01-2007,328.75,328.75,322.75,324.44
31-01-2007,324.27,328.48,318,319.48
01-02-2007,322.49,323.75,318.75,323.01
02-02-2007,324.75,326.75,323.76,325.13
05-02-2007,326.25,328.48,323.5,326.45
06-02-2007,328.25,328.48,322.51,324.6
07-02-2007,325,328.1,323.8,326.58
08-02-2007,327.85,328.73,324.34,326.13
09-02-2007,327.35,329.36,320.79,321.85
12-02-2007,312.5,324.67,312.5,313.95
13-02-2007,314,321.23,308.75,313.23
14-02-2007,313.25,316.75,310,315.19
15-02-2007,316.25,325,306.27,323.06
19-02-2007,325.35,329.67,323.8,327.45
20-02-2007,328.48,330.95,323.75,324.89
21-02-2007,325,327.94,320,320.96
22-02-2007,325,328.1,321.5,323.58
23-02-2007,323.75,324.88,318.25,319.34
26-02-2007,318,323.46,308.13,321.52
27-02-2007,313.5,323.55,313.5,316.04
28-02-2007,308.25,311.24,293,298.35
01-03-2007,300,317,297.6,313.66
02-03-2007,313.7,315,300.25,302.14
05-03-2007,297.5,299.75,287.5,288.89
06-03-2007,302.5,333.75,290.27,299.31
07-03-2007,300.5,306.17,289.35,297.95
08-03-2007,297.5,307.42,297.5,304.6
09-03-2007,307.08,308.25,299.5,303.04
12-03-2007,306.17,313.42,302.75,308.75
13-03-2007,306.38,317.23,300.02,316.35
14-03-2007,306.25,310.48,301.25,303.39
15-03-2007,307.5,312.75,307,308.58
16-03-2007,310.35,314.46,303.79,309.41
19-03-2007,304.08,316.19,300.45,315.23
20-03-2007,315,319.13,312,313.25
21-03-2007,315.25,317.35,310,316.75
22-03-2007,319.25,326.75,319.25,325.76
23-03-2007,328,330,320,322.05
26-03-2007,321.25,324.67,313.81,315.34
28-03-2007,317.48,317.48,298.51,300.25
29-03-2007,297.24,314.2,297.24,312.09
30-03-2007,312.09,313.7,305.06,308.46
02-04-2007,302.5,305,296.25,297.3
03-04-2007,298.75,304.2,297,300.66
04-04-2007,304.5,306.17,297.6,299.6
05-04-2007,299.86,301.5,296.52,298.55
09-04-2007,300.13,306.69,300.13,304.3
10-04-2007,304.3,306.25,298.84,299.34
11-04-2007,301.35,302.36,296.75,297.64
12-04-2007,297,302.25,293,300.24
13-04-2007,302.5,317.1,298.5,315.5
16-04-2007,321,326.48,317.56,320.06
17-04-2007,321.42,328.75,309.5,312.56
18-04-2007,313.5,316.25,310.25,311.88
19-04-2007,307.5,312,301.27,310.73
20-04-2007,313,316.99,312.52,314.41
23-04-2007,313.75,317.45,311.25,311.95
24-04-2007,311,315.5,304.75,306.21
25-04-2007,306.25,306.73,302,305.34
26-04-2007,306.75,312.4,305,310.1
27-04-2007,308.75,309.13,304.31,308.63
30-04-2007,310.26,317.48,301.25,316.5
03-05-2007,318.7,323.7,318.14,322.55
04-05-2007,324.75,332.48,317.25,318.26
07-05-2007,320.5,321.23,316.29,318.23
08-05-2007,317.5,320,314.31,316.64
09-05-2007,325,325,306.25,309.88
10-05-2007,311.25,322.48,306.5,307.42
11-05-2007,312.5,314.75,302.5,313.14
14-05-2007,319.63,319.63,311.52,312.56
15-05-2007,315,315,306.25,309.51
16-05-2007,316.25,316.25,302.64,306.05
17-05-2007,308.27,313.42,307.5,312.5
18-05-2007,314.99,319,312.5,313.21
21-05-2007,317.5,317.5,307.5,309.26
22-05-2007,309.38,311,305.26,307.66
23-05-2007,310.38,310.38,306.27,308.35
24-05-2007,312.5,312.5,305.25,306.19
25-05-2007,305.24,308.75,302,307.49
28-05-2007,312.5,312.5,305.89,306.38
29-05-2007,306.23,308.75,305,307.79
30-05-2007,312.5,312.5,302.55,303.91
31-05-2007,307.25,307.25,300,302.09
01-06-2007,307.27,307.27,302.79,304.67
04-06-2007,307,312.5,300.5,302.02
05-06-2007,304.45,304.45,300,302.01
06-06-2007,303.75,304.25,294.55,300.09
07-06-2007,300,303.6,291.33,301.75
08-06-2007,301.63,307.63,297.5,305.02
11-06-2007,309.14,309.85,304.51,305.34
12-06-2007,302.5,307.5,300,304.34
13-06-2007,304.75,305,298.33,300.81
14-06-2007,302.5,305,300.33,301.14
15-06-2007,305,305,295,296.1
18-06-2007,298.25,298.75,290,290.65
19-06-2007,291.27,291.38,285.83,290
20-06-2007,290.25,293.25,285.25,286.75
21-06-2007,286.25,287.7,282.5,286.4
22-06-2007,286.25,288.75,283.63,284.99
25-06-2007,284.99,287.5,279.69,281.44
26-06-2007,282.75,285,279.46,280.44
27-06-2007,282.48,284.67,281,283.29
28-06-2007,285.99,285.99,281.25,284.21
29-06-2007,285.25,289,285.01,287.34
02-07-2007,288.25,288.25,282.75,283.61
03-07-2007,287.5,287.5,281,281.9
04-07-2007,282,285,279,279.41
05-07-2007,282.05,282.05,275.2,277.91
06-07-2007,278.75,291.23,275.02,289.66
09-07-2007,292.1,295.6,291.25,294.19
10-07-2007,296.25,300,292,295.79
11-07-2007,295.5,296.25,275,287.23
12-07-2007,288.75,292.25,283.5,290.64
13-07-2007,309.02,315.38,282.56,284
16-07-2007,283.75,284.5,278.5,282.08
17-07-2007,293.95,293.95,287.5,288.94
18-07-2007,289.25,292.5,286.84,291.66
19-07-2007,291.75,296.25,291.38,295.55
20-07-2007,297.25,297.49,291.85,293.98
23-07-2007,292.45,298.75,290.52,297.74
24-07-2007,297.48,298,291.75,292.98
25-07-2007,292,292.75,286.25,287.05
26-07-2007,288.75,302.5,286.27,297.27
27-07-2007,290,293.75,281.5,288.25
30-07-2007,287.5,292.5,282.56,284.11
31-07-2007,287.75,290.5,282.5,289.08
01-08-2007,286.25,286.25,277.75,278.79
02-08-2007,280,281.13,272.5,273.79
03-08-2007,278.5,278.5,270.88,274.23
06-08-2007,272.5,279.5,268.5,274.86
07-08-2007,278.27,279.45,273.52,277.33
08-08-2007,287.5,292.25,279.5,288.15
09-08-2007,290,297.21,283.8,286.42
10-08-2007,278.75,288.38,270.1,286.13
13-08-2007,287.5,287.5,281.29,283.63
14-08-2007,283.75,285,280,282.56
16-08-2007,275,279.9,271.25,272
17-08-2007,272,273.25,259.8,264.04
20-08-2007,270.88,274.85,262.77,263.89
21-08-2007,269.13,269.13,251.13,253.81
22-08-2007,255,258.17,249,256.48
23-08-2007,258,262,251,251.98
24-08-2007,253.75,256.63,249.88,254.6
27-08-2007,256.24,259.7,255.01,256.63
28-08-2007,259,259.75,252.75,257.19
29-08-2007,255,259.95,250.25,257.9
30-08-2007,260.5,264.75,256.25,261.5
31-08-2007,263,267.42,261.75,266.09
03-09-2007,267.5,268.75,263.35,265.31
04-09-2007,266.25,271.92,265.25,266.52
05-09-2007,266.75,270.74,266.27,268.09
06-09-2007,266.25,270.25,265.25,269.5
07-09-2007,269.25,271.13,267.5,269.06
10-09-2007,269.06,269.06,261,261.81
11-09-2007,273.61,273.61,255,255.84
12-09-2007,257.5,259.44,253.38,253.9
13-09-2007,256.23,258.75,252.6,257.7
14-09-2007,262.5,262.5,254.52,255.61
17-09-2007,256.25,257.95,248.93,249.41
18-09-2007,249.25,251.93,248.25,250.61
19-09-2007,256.25,258.42,254.3,255.76
20-09-2007,255,255.52,249.3,250.51
21-09-2007,247.75,256.25,244.5,254.45
24-09-2007,255,257.5,250.05,251.81
25-09-2007,252.5,253.5,249.05,250.43
26-09-2007,252.5,262.2,251.25,260.19
27-09-2007,262.5,266.88,261.75,265.63
28-09-2007,256.25,270,256.25,265.04
01-10-2007,265.25,265.25,255.75,260.41
03-10-2007,262.5,273.75,262.48,269.8
04-10-2007,271.25,271.25,263.5,269.83
05-10-2007,269.83,269.83,264.33,268.2
08-10-2007,270.26,274.7,265.55,269.59
09-10-2007,270,276.2,268.83,273.74
10-10-2007,276.17,282.56,274.6,281.38
11-10-2007,283.75,283.85,265,268
12-10-2007,263,268.75,257.58,265.88
15-10-2007,267.5,272.91,264.94,268.54
16-10-2007,275,278.75,265.25,267.1
17-10-2007,265,278.75,250,273.67
18-10-2007,283.75,287.48,269.33,280.96
19-10-2007,286.96,287.5,270.6,277.21
22-10-2007,279.25,279.25,266.27,267.99
23-10-2007,267,275,264.75,265.9
24-10-2007,275,275,260.83,262
25-10-2007,264.75,265,259.54,262.4
26-10-2007,262.5,271,260.55,267.83
29-10-2007,272.25,272.5,265.35,267
30-10-2007,268,268.75,260.08,262.13
31-10-2007,261.75,265.92,254.25,259.5
01-11-2007,263.75,263.75,254.88,255.76
02-11-2007,252.5,257.5,250.75,255.3
05-11-2007,255.25,257.7,251.31,252.82
06-11-2007,253.75,254.95,250,251.07
07-11-2007,251.27,252.29,246.52,249.26
08-11-2007,247.52,249.95,245,247.41
12-11-2007,246.31,246.31,240,240.96
13-11-2007,240.96,243.18,231.66,236.84
14-11-2007,240,261.27,240,246.68
15-11-2007,247.75,249.48,242.5,245.05
16-11-2007,245,249.5,241.79,245.73
19-11-2007,240.02,251.75,240.02,248.38
20-11-2007,247.25,247.25,239.52,240.32
21-11-2007,240.32,245,234,236.2
22-11-2007,242.43,242.43,233.75,237.55
23-11-2007,238.13,241.5,237.44,240.24
26-11-2007,245,248.5,242.5,246.27
27-11-2007,247.63,249.73,242.52,248.99
28-11-2007,250,250.95,242.5,244.13
29-11-2007,250,250.13,238.75,241.51
30-11-2007,241.51,254.5,241.51,253.05
03-12-2007,254,266.5,252.6,262.48
04-12-2007,262.48,262.5,256.26,257.42
05-12-2007,257.5,261.25,255.13,258.3
06-12-2007,260,262.92,257.8,258.89
07-12-2007,260,268.01,256.56,265.65
10-12-2007,267.52,268.5,257.5,258.9
11-12-2007,262.25,262.25,256.31,260.33
12-12-2007,257.05,265,256.52,263.35
13-12-2007,262.42,265.52,256.92,257.4
14-12-2007,253.82,263.75,253.82,260.1
17-12-2007,268.1,268.1,251.25,253.1
18-12-2007,252.5,260,250.82,251.23
19-12-2007,253,257.2,252,256.13
20-12-2007,257.38,263.49,255.75,261.34
24-12-2007,270,280,262.5,277.42
26-12-2007,278.75,279.92,271.54,275.08
27-12-2007,276.27,280,271.64,277.69
28-12-2007,275,275,265,270.54
31-12-2007,270.75,274.01,263,269.35
01-01-2008,269.25,269.25,263,263.64
02-01-2008,265,265.25,257.88,262.5
03-01-2008,257.52,261.25,251.34,252.76
04-01-2008,252.76,255.73,250.57,251.3
07-01-2008,250,252.2,243.13,243.9
08-01-2008,245,248,242.32,246.96
09-01-2008,248.7,251.5,247.48,249.07
10-01-2008,249.5,252.38,240.5,245.41
11-01-2008,228.84,251,228.84,247.44
14-01-2008,249.95,249.95,238.9,240.29
15-01-2008,241.25,242,233.5,235
16-01-2008,235,241.68,231.25,236.24
17-01-2008,241.45,241.5,229.75,230.68
18-01-2008,232.38,235,224.27,225.8
21-01-2008,226,226.18,201.31,207.76
22-01-2008,203.68,247.5,181.25,200.06
23-01-2008,214.75,222.5,201.25,217.99
24-01-2008,217.5,222,206.44,210.81
25-01-2008,213.25,224.43,212.52,221.15
28-01-2008,217.5,217.5,206.25,213.57
29-01-2008,214,221.15,213.75,216.93
30-01-2008,220.5,223,215,217.46
31-01-2008,217.5,222.5,208.84,218.44
01-02-2008,221.25,235.27,218.32,232.38
04-02-2008,236.25,247.25,234.75,243.91
05-02-2008,240,243.75,233.91,238.76
06-02-2008,232.5,232.5,223.63,226.52
07-02-2008,226.52,226.52,217.76,219.76
08-02-2008,221,231.25,220,224.6
11-02-2008,224.6,233,215.02,226.52
12-02-2008,226.25,231.25,215,216.16
13-02-2008,218.75,224.25,212.82,217.24
14-02-2008,221.25,225,215.25,218.45
15-02-2008,215,221.76,215,218.18
18-02-2008,218.18,218.75,212.5,213.3
19-02-2008,214,221,213.75,218.86
20-02-2008,219.98,223.66,218.31,221.52
21-02-2008,224.5,232.75,220.5,228.66
22-02-2008,230,230.23,221.25,225.14
25-02-2008,232,232.25,222.56,225.19
26-02-2008,231,231,223.75,224.6
27-02-2008,227,228.71,218.51,219.39
28-02-2008,221.25,222.5,218,220.23
29-02-2008,220,222.93,215.88,219.35
03-03-2008,216.5,217.18,210,212.15
04-03-2008,214.5,217.5,211.77,214.7
05-03-2008,211.25,220.7,211.25,218.82
07-03-2008,215.65,216.52,210.56,211.54
10-03-2008,211.54,213.5,207.5,208.41
11-03-2008,210,210,205,205.88
12-03-2008,209.75,212.5,202.56,205.89
13-03-2008,203.75,203.75,190.25,194.93
14-03-2008,195,203.23,187.5,200.96
17-03-2008,193.75,199.43,192.19,197.96
18-03-2008,197.5,207.2,192.5,204.43
19-03-2008,207,210,201.39,202.86
24-03-2008,202.86,209.38,202.86,205.93
25-03-2008,210,224.96,208.75,219.13
26-03-2008,235,235,212.89,219.59
27-03-2008,218,219,210.27,213.13
28-03-2008,213.25,218.68,213,217.76
31-03-2008,217.76,217.76,199.25,202.61
01-04-2008,205,213.23,202.5,208.09
02-04-2008,212.5,217.25,212.31,212.81
03-04-2008,212.5,223,212.5,221.35
04-04-2008,221.5,222.48,215.01,218.23
07-04-2008,223.75,230.02,219.55,226.02
08-04-2008,226.25,226.75,218.75,221.84
09-04-2008,220,223,217.25,219.06
10-04-2008,220,229.91,219.25,224.89
11-04-2008,225.76,231.25,223.31,227
15-04-2008,230.5,246.25,220.1,243.54
16-04-2008,246.25,250.5,240.5,242.98
17-04-2008,249.93,252.5,244.89,250.23
21-04-2008,252.25,258.75,246.65,248.35
22-04-2008,246.24,246.24,220.5,221.8
23-04-2008,221.75,226.43,220.01,222.29
24-04-2008,226,226.23,216,222.69
25-04-2008,228,228,221.25,222.32
28-04-2008,202.25,224,180,220.43
29-04-2008,220.51,232.5,217.54,227.64
30-04-2008,229.02,233.94,226.63,230.25
02-05-2008,231.25,240.5,231,235.94
05-05-2008,236.25,237.38,230.29,231.86
06-05-2008,227.5,237.5,218.15,234.26
07-05-2008,237.5,244.98,237.5,241.69
08-05-2008,241.23,241.25,229.5,236.75
09-05-2008,239.75,239.75,227.5,229.25
12-05-2008,229.25,233.71,227.57,231.73
13-05-2008,232.5,235.35,222.25,226.26
14-05-2008,226.25,244.74,222.79,242.79
15-05-2008,243.25,250.5,240.02,246.19
16-05-2008,248.5,248.5,242.13,245.26
20-05-2008,243.75,247.5,236.81,239.02
21-05-2008,232,242,228.75,241.27
22-05-2008,239.13,246.38,237.75,240.29
23-05-2008,243.73,244.93,231.52,233.1
26-05-2008,230,240.73,229,238.86
27-05-2008,245,248.5,236.5,242.23
28-05-2008,242.52,253.81,242.52,252.36
29-05-2008,252.25,257.09,246,248.66
30-05-2008,247.75,262.25,244.5,259.79
02-06-2008,253.75,264.35,241.25,245.96
03-06-2008,240,247.5,234.54,243.79
04-06-2008,247.45,247.45,236.59,239.19
05-06-2008,241.02,249.2,241,245.46
06-06-2008,247.5,249.66,239.45,241.55
09-06-2008,225.56,241.23,222.5,228.52
10-06-2008,227.5,229.75,216.75,219.75
11-06-2008,222.5,227.5,220,222.59
12-06-2008,223.5,225.6,214.25,222.06
13-06-2008,220,230.48,220,227.4
16-06-2008,229.75,232,225.81,227.7
17-06-2008,226.25,231.75,226.25,230.32
18-06-2008,230.2,230.25,222.75,225.23
19-06-2008,220.06,224.5,220,222
20-06-2008,224.98,224.98,210.39,215.96
23-06-2008,215.96,219.86,210.75,214.61
24-06-2008,212.5,216.93,205.85,211.1
25-06-2008,210,221.25,207.82,219.2
26-06-2008,221,224.5,215.1,220.34
27-06-2008,220.34,220.34,212.79,216.38
30-06-2008,217.75,219.5,212.5,214.55
01-07-2008,216.25,218,208.76,211.93
02-07-2008,212.5,222,210,219.13
03-07-2008,220.25,220.25,205.14,214.16
04-07-2008,217.48,217.51,208.88,211.13
07-07-2008,211.25,216,208,213.06
08-07-2008,207.54,211.25,204.5,207.55
09-07-2008,212.5,222.49,212.5,219.19
10-07-2008,217.5,222.25,213.09,217.1
11-07-2008,229.25,235.75,196.35,199.65
14-07-2008,200,200,190.25,191.96
15-07-2008,191.96,196.61,184.29,187.66
16-07-2008,188.66,193.41,178.98,182.02
17-07-2008,183.75,196.73,182.51,195.81
18-07-2008,195,200.5,187.25,198.46
21-07-2008,199.75,203.75,195.75,203.2
22-07-2008,204,210.99,201.51,207.96
23-07-2008,207.5,217.5,204.73,215.14
24-07-2008,218.63,218.63,198.09,200.64
25-07-2008,199.8,212.38,195.5,199.8
28-07-2008,200,204.24,196.25,201.56
29-07-2008,201.68,203.45,198,202.24
30-07-2008,211.5,211.5,200,209.74
31-07-2008,210,210.5,205.38,208.44
01-08-2008,206.25,214.24,202.81,210.16
04-08-2008,203.75,210,202.75,203.84
05-08-2008,203.85,208.75,201.31,207.43
06-08-2008,209.98,217.49,209.1,215.14
07-08-2008,214.75,217.48,211.25,213.34
08-08-2008,211.24,214.25,208.35,211.27
11-08-2008,213,214.45,206.13,208.49
12-08-2008,208.75,210.93,203.75,204.81
13-08-2008,200,209.43,200,207.07
14-08-2008,207.25,211.16,202.75,208.3
18-08-2008,210,213.1,208.75,210.39
19-08-2008,211.13,212.75,208.77,210.31
20-08-2008,210.68,212.25,208.75,210.4
21-08-2008,209,210.5,203.8,204.46
22-08-2008,204.75,206.19,200.88,204.75
25-08-2008,206,208.75,204,204.55
26-08-2008,202.49,209.24,202.49,208.51
27-08-2008,205.02,209,203.27,204.61
28-08-2008,205,206.06,195.66,198.09
29-08-2008,200,204.99,200,203.05
01-09-2008,203.75,205,201.75,203.74
02-09-2008,203.74,213.25,203.74,212.2
04-09-2008,211.25,213.7,208.09,211.05
05-09-2008,212.5,212.5,206.25,209.6
08-09-2008,215,218.6,210.5,214.18
09-09-2008,213.75,217.93,210,216.2
10-09-2008,215.29,217.55,212.02,212.73
11-09-2008,212.73,217,207.25,209.18
12-09-2008,216.25,216.25,200.24,202.64
15-09-2008,195,199.75,186.25,190.15
16-09-2008,187.38,187.75,181.25,187.21
17-09-2008,187,191.16,182,182.52
18-09-2008,182,187.25,167.75,180.29
19-09-2008,194.93,194.93,182.52,191.71
22-09-2008,217,217,188.25,191.7
23-09-2008,178.84,191.93,178.84,180.25
24-09-2008,181.14,187,172.57,178.26
25-09-2008,178.27,179.96,167.76,172.1
26-09-2008,175,175,166.55,169.05
29-09-2008,169.7,169.7,153,155
30-09-2008,148,169.18,147.5,166.4
01-10-2008,167.4,171.23,161.34,167.94
03-10-2008,166.24,166.24,160.59,164.38
06-10-2008,162.81,162.81,150,154.75
07-10-2008,157.79,166.25,141.5,143.98
08-10-2008,138.75,140.74,127,136.65
10-10-2008,135,137.5,120.1,131.2
13-10-2008,131.99,150.73,131.2,143.21
14-10-2008,149.75,154.85,145.34,148.18
15-10-2008,146.25,147.16,133.82,135.77
